State FIPS Code,County FIPS Code,Name,Median Household Income
36,011,Cayuga County,52792
36,013,Chautauqua County,41757
36,015,Chemung County,48880
36,017,Chenango County,46387
36,019,Clinton County,51576
36,021,Columbia County,55047
36,023,Cortland County,48357
36,025,Delaware County,45860
36,027,Dutchess County,70925
36,029,Erie County,50134
36,031,Essex County,50182
36,033,Franklin County,45704
36,035,Fulton County,45409
36,037,Genesee County,52410
36,039,Greene County,52597
36,041,Hamilton County,49137
36,043,Herkimer County,44148
36,045,Jefferson County,49781
36,047,Kings County,47547
36,049,Lewis County,47542
36,051,Livingston County,49920
36,053,Madison County,51600
36,055,Monroe County,51371
36,057,Montgomery County,40923
36,059,Nassau County,98312
36,061,New York County,75459
36,063,Niagara County,49274
36,065,Oneida County,48350
36,067,Onondaga County,52892
36,069,Ontario County,58473
36,071,Orange County,69228
36,073,Orleans County,46577
36,075,Oswego County,46926
36,077,Otsego County,43104
36,079,Putnam County,94334
36,081,Queens County,56866
36,083,Rensselaer County,59925
36,085,Richmond County,70299
36,087,Rockland County,83162
36,089,St. Lawrence County,43518
36,091,Saratoga County,71885
36,093,Schenectady County,56508
36,095,Schoharie County,48718
36,097,Schuyler County,48135
36,099,Seneca County,49809
36,101,Steuben County,46849
36,103,Suffolk County,85886
36,105,Sullivan County,48908
36,107,Tioga County,52195
36,109,Tompkins County,51880
36,111,Ulster County,56718
36,113,Warren County,54585
36,115,Washington County,47547
36,117,Wayne County,49191
36,119,Westchester County,83152
36,121,Wyoming County,53783
36,123,Yates County,48368
37,000,North Carolina,46596
37,001,Alamance County,41296
37,003,Alexander County,43043
37,005,Alleghany County,35266
37,007,Anson County,32508
37,009,Ashe County,36488
37,011,Avery County,37131
37,013,Beaufort County,40357
37,015,Bertie County,31217
37,017,Bladen County,33521
37,019,Brunswick County,47387
37,021,Buncombe County,47296
37,023,Burke County,39275
37,025,Cabarrus County,55250
37,027,Caldwell County,38653
37,029,Camden County,61730
37,031,Carteret County,48824
37,033,Caswell County,42730
37,035,Catawba County,45080
37,037,Chatham County,56797
37,039,Cherokee County,34620
37,041,Chowan County,38887
37,043,Clay County,37072
37,045,Cleveland County,39444
37,047,Columbus County,34321
37,049,Craven County,43972
37,051,Cumberland County,42582
37,053,Currituck County,58024
37,055,Dare County,54642
37,057,Davidson County,43346
37,059,Davie County,47592
37,061,Duplin County,34109
37,063,Durham County,50745
37,065,Edgecombe County,31615
37,067,Forsyth County,45944
37,069,Franklin County,48166
37,071,Gaston County,42056
37,073,Gates County,48413
37,075,Graham County,33824
37,077,Granville County,49342
37,079,Greene County,37263
37,081,Guilford County,44828
37,083,Halifax County,31674
37,085,Harnett County,45380
37,087,Haywood County,42812
37,089,Henderson County,47286
37,091,Hertford County,30056
37,093,Hoke County,44175
37,095,Hyde County,36891
37,097,Iredell County,54026
37,099,Jackson County,38130
37,101,Johnston County,50055
37,103,Jones County,38928
37,105,Lee County,46073
37,107,Lenoir County,35991
37,109,Lincoln County,49676
37,111,McDowell County,37881
37,113,Macon County,37884
37,115,Madison County,38445
37,117,Martin County,35930
37,119,Mecklenburg County,59049
37,121,Mitchell County,36795
37,123,Montgomery County,38530
37,125,Moore County,51650
37,127,Nash County,43348
37,129,New Hanover County,49905
37,131,Northampton County,32063
37,133,Onslow County,47201
37,135,Orange County,60304
37,137,Pamlico County,43097
37,139,Pasquotank County,44596
37,141,Pender County,45453
37,143,Perquimans County,41328
37,145,Person County,45841
37,147,Pitt County,41765
37,149,Polk County,45464
37,151,Randolph County,41770
37,153,Richmond County,34665
37,155,Robeson County,30414
37,157,Rockingham County,39606
37,159,Rowan County,44973
37,161,Rutherford County,35629
37,163,Sampson County,33876
37,165,Scotland County,32782
37,167,Stanly County,41921
37,169,Stokes County,45065
37,171,Surry County,37915
37,173,Swain County,34788
37,175,Transylvania County,44490
37,177,Tyrrell County,32773
37,179,Union County,64381
37,181,Vance County,33609
37,183,Wake County,66950
37,185,Warren County,33869
37,187,Washington County,32867
37,189,Watauga County,41942
37,191,Wayne County,36890
37,193,Wilkes County,33398
37,195,Wilson County,39268
37,197,Yadkin County,40801
37,199,Yancey County,35974
38,000,North Dakota,60227
38,001,Adams County,45710
38,003,Barnes County,52376
38,005,Benson County,39342
38,007,Billings County,75096
38,009,Bottineau County,56965
38,011,Bowman County,60946
38,013,Burke County,62875
38,015,Burleigh County,66734
38,017,Cass County,53755
38,019,Cavalier County,54057
38,021,Dickey County,51817
38,023,Divide County,67344
38,025,Dunn County,72018
38,027,Eddy County,47596
38,029,Emmons County,44282
38,031,Foster County,54593
38,033,Golden Valley County,53420
38,035,Grand Forks County,50435
38,037,Grant County,39679
38,039,Griggs County,51192
38,041,Hettinger County,50038
38,043,Kidder County,46923
38,045,LaMoure County,53721
38,047,Logan County,44696
38,049,McHenry County,48887
38,051,McIntosh County,40258
38,053,McKenzie County,81209
38,055,McLean County,56616
38,057,Mercer County,74047
38,059,Morton County,54637
38,061,Mountrail County,66807
38,063,Nelson County,45040
38,065,Oliver County,62010
38,067,Pembina County,56298
38,069,Pierce County,39572
38,071,Ramsey County,51097
38,073,Ransom County,56270
38,075,Renville County,60957
38,077,Richland County,57177
38,079,Rolette County,35630
38,081,Sargent County,58467
38,083,Sheridan County,44990
38,085,Sioux County,33950
38,087,Slope County,55664
38,089,Stark County,76672
38,091,Steele County,59408
38,093,Stutsman County,53333
38,095,Towner County,51961
38,097,Traill County,58995
38,099,Walsh County,51754
38,101,Ward County,62526
38,103,Wells County,51470
38,105,Williams County,86354
39,000,Ohio,49349
39,001,Adams County,34116
39,003,Allen County,43602
39,005,Ashland County,47369
39,007,Ashtabula County,39757
39,009,Athens County,34216
39,011,Auglaize County,52650
39,013,Belmont County,41983
39,015,Brown County,46484
39,017,Butler County,58558
39,019,Carroll County,46177
39,021,Champaign County,50302
39,023,Clark County,42029
39,025,Clermont County,62158
39,027,Clinton County,49453
39,029,Columbiana County,42645
39,031,Coshocton County,41547
39,033,Crawford County,39881
39,035,Cuyahoga County,44138
39,037,Darke County,46610
39,039,Defiance County,53026
39,041,Delaware County,97802
39,043,Erie County,49234
39,045,Fairfield County,59921
39,047,Fayette County,44947
39,049,Franklin County,53164
39,051,Fulton County,54666
39,053,Gallia County,36675
39,055,Geauga County,72264
39,057,Greene County,59382
39,059,Guernsey County,41940
39,061,Hamilton County,48973
39,063,Hancock County,51498
39,065,Hardin County,45195
39,067,Harrison County,42582
39,069,Henry County,53645
39,071,Highland County,41611
39,073,Hocking County,42374
39,075,Holmes County,50069
39,077,Huron County,47824
39,079,Jackson County,41161
39,081,Jefferson County,40148
39,083,Knox County,46908
39,085,Lake County,58697
39,087,Lawrence County,41608
39,089,Licking County,57308
39,091,Logan County,50753
39,093,Lorain County,52331
39,095,Lucas County,42344
39,097,Madison County,52996
39,099,Mahoning County,41316
39,101,Marion County,42240
39,103,Medina County,68405
39,105,Meigs County,38081
39,107,Mercer County,52606
39,109,Miami County,51868
39,111,Monroe County,40646
39,113,Montgomery County,42994
39,115,Morgan County,37923
39,117,Morrow County,49846
39,119,Muskingum County,41814
39,121,Noble County,43953
39,123,Ottawa County,50345
39,125,Paulding County,47358
39,127,Perry County,43341
39,129,Pickaway County,54868
39,131,Pike County,40512
39,133,Portage County,52047
39,135,Preble County,49516
39,137,Putnam County,56519
39,139,Richland County,41948
39,141,Ross County,42466
39,143,Sandusky County,46447
39,145,Scioto County,37625
39,147,Seneca County,45003
39,149,Shelby County,50774
39,151,Stark County,47745
39,153,Summit County,50453
39,155,Trumbull County,43160
39,157,Tuscarawas County,46128
39,159,Union County,69900
39,161,Van Wert County,49565
39,163,Vinton County,37633
39,165,Warren County,72973
39,167,Washington County,45048
39,169,Wayne County,50106
39,171,Williams County,42214
39,173,Wood County,54996
39,175,Wyandot County,47905
40,000,Oklahoma,47524
40,001,Adair County,31386
40,003,Alfalfa County,51885
40,005,Atoka County,35910
40,007,Beaver County,56664
40,009,Beckham County,46625
40,011,Blaine County,44309
40,013,Bryan County,38187
40,015,Caddo County,39933
40,017,Canadian County,68421
40,019,Carter County,44402
40,021,Cherokee County,38027
40,023,Choctaw County,29652
40,025,Cimarron County,41800
40,027,Cleveland County,58205
40,029,Coal County,36566
40,031,Comanche County,46071
40,033,Cotton County,41469
40,035,Craig County,36953
40,037,Creek County,46614
40,039,Custer County,45574
40,041,Delaware County,36424
40,043,Dewey County,50348
40,045,Ellis County,52032
40,047,Garfield County,49136
40,049,Garvin County,40774
40,051,Grady County,51199
40,053,Grant County,49774
40,055,Greer County,34872
40,057,Harmon County,33750
40,059,Harper County,49204
40,061,Haskell County,35313
40,063,Hughes County,34837
40,065,Jackson County,41370
40,067,Jefferson County,32645
40,069,Johnston County,35977
40,071,Kay County,41514
40,073,Kingfisher County,59525
40,075,Kiowa County,36699
40,077,Latimer County,35522
40,079,Le Flore County,36627
40,081,Lincoln County,46083
40,083,Logan County,55602
40,085,Love County,52662
40,087,McClain County,58392
40,089,McCurtain County,34964
40,091,McIntosh County,33450
40,093,Major County,54107
40,095,Marshall County,38517
40,097,Mayes County,41806
40,099,Murray County,43783
40,101,Muskogee County,41015
40,103,Noble County,46874
40,105,Nowata County,39706
40,107,Okfuskee County,34172
40,109,Oklahoma County,48226
40,111,Okmulgee County,38183
40,113,Osage County,48014
40,115,Ottawa County,35580
40,117,Pawnee County,43476
40,119,Payne County,41037
40,121,Pittsburg County,39900
40,123,Pontotoc County,41423
40,125,Pottawatomie County,45710
40,127,Pushmataha County,32215
40,129,Roger Mills County,56139
40,131,Rogers County,56465
40,133,Seminole County,35964
40,135,Sequoyah County,35592
40,137,Stephens County,42967
40,139,Texas County,49780
40,141,Tillman County,35274
40,143,Tulsa County,50507
40,145,Wagoner County,58921
40,147,Washington County,49056
40,149,Washita County,47391
40,151,Woods County,48831
40,153,Woodward County,56067
41,000,Oregon,51088
41,001,Baker County,38966
41,003,Benton County,54089
41,005,Clackamas County,65555
41,007,Clatsop County,45132
41,009,Columbia County,57517
41,011,Coos County,39956
41,013,Crook County,38155
41,015,Curry County,40524
41,017,Deschutes County,52387
41,019,Douglas County,41504
41,021,Gilliam County,51978
41,023,Grant County,41304
41,025,Harney County,36340
41,027,Hood River County,54063
41,029,Jackson County,44835
41,031,Jefferson County,42753
41,033,Josephine County,37230
41,035,Klamath County,39234
41,037,Lake County,40328
41,039,Lane County,44976
41,041,Lincoln County,40226
41,043,Linn County,44358
41,045,Malheur County,35094
41,047,Marion County,48554
41,049,Morrow County,51839
41,051,Multnomah County,53519
41,053,Polk County,52626
41,055,Sherman County,53277
41,057,Tillamook County,41662
41,059,Umatilla County,44780
41,061,Union County,44841
41,063,Wallowa County,39743
41,065,Wasco County,44010
41,067,Washington County,66315
41,069,Wheeler County,33387
41,071,Yamhill County,52903
42,000,Pennsylvania,53224
42,001,Adams County,60179
42,003,Allegheny County,52385
42,005,Armstrong County,44326
42,007,Beaver County,51041
42,009,Bedford County,46890
42,011,Berks County,55936
42,013,Blair County,43343
42,015,Bradford County,47242
42,017,Bucks County,77823
42,019,Butler County,60851
42,021,Cambria County,42703
42,023,Cameron County,40257
42,025,Carbon County,49252
42,027,Centre County,51573
42,029,Chester County,85613
42,031,Clarion County,43202
42,033,Clearfield County,40230
42,035,Clinton County,44224
42,037,Columbia County,46938
42,039,Crawford County,43969
42,041,Cumberland County,62692
42,043,Dauphin County,52967
42,045,Delaware County,62867
42,047,Elk County,46965
42,049,Erie County,45476
42,051,Fayette County,36902
42,053,Forest County,37794
42,055,Franklin County,50434
42,057,Fulton County,48084
42,059,Greene County,49897
42,061,Huntingdon County,44531
42,063,Indiana County,42611
42,065,Jefferson County,43810
42,067,Juniata County,48944
42,069,Lackawanna County,45098
42,071,Lancaster County,57369
42,073,Lawrence County,44903
42,075,Lebanon County,53861
42,077,Lehigh County,58283
42,079,Luzerne County,44222
42,081,Lycoming County,45211
42,083,Mc Kean County,44723
42,085,Mercer County,43559
42,087,Mifflin County,40957
42,089,Monroe County,59492
42,091,Montgomery County,79576
42,093,Montour County,54547
42,095,Northampton County,61510
42,097,Northumberland County,40429
42,099,Perry County,54920
42,101,Philadelphia County,39037
42,103,Pike County,58375
42,105,Potter County,40323
42,107,Schuylkill County,43169
42,109,Snyder County,49117
42,111,Somerset County,45706
42,113,Sullivan County,44191
42,115,Susquehanna County,49552
42,117,Tioga County,47360
42,119,Union County,47996
42,121,Venango County,43810
42,123,Warren County,44651
42,125,Washington County,55796
42,127,Wayne County,48663
42,129,Westmoreland County,53536
42,131,Wyoming County,55882
42,133,York County,58471
44,000,Rhode Island,54797
44,001,Bristol County,68246
44,003,Kent County,61923
44,005,Newport County,69203
44,007,Providence County,47278
44,009,Washington County,70705
45,000,South Carolina,45337
45,001,Abbeville County,35525
45,003,Aiken County,48537
45,005,Allendale County,25530
45,007,Anderson County,43124
45,009,Bamberg County,30349
45,011,Barnwell County,32205
45,013,Beaufort County,55427
45,015,Berkeley County,52436
45,017,Calhoun County,41209
45,019,Charleston County,52752
45,021,Cherokee County,38947
45,023,Chester County,37537
45,025,Chesterfield County,34949
45,027,Clarendon County,32268
45,029,Colleton County,35558
45,031,Darlington County,35640
45,033,Dillon County,30516
45,035,Dorchester County,56388
45,037,Edgefield County,44129
45,039,Fairfield County,35490
45,041,Florence County,42232
45,043,Georgetown County,44283
45,045,Greenville County,49659
45,047,Greenwood County,38878
45,049,Hampton County,33644
45,051,Horry County,42830
45,053,Jasper County,37715
45,055,Kershaw County,45411
45,057,Lancaster County,44854
45,059,Laurens County,38268
45,061,Lee County,31510
45,063,Lexington County,54098
45,065,McCormick County,38694
45,067,Marion County,32283
45,069,Marlboro County,31170
45,071,Newberry County,42000
45,073,Oconee County,39548
45,075,Orangeburg County,31382
45,077,Pickens County,41375
45,079,Richland County,49782
45,081,Saluda County,42286
45,083,Spartanburg County,44050
45,085,Sumter County,37906
45,087,Union County,37501
45,089,Williamsburg County,29609
45,091,York County,54196
46,000,South Dakota,51059
46,003,Aurora County,50896
46,005,Beadle County,49583
46,007,Bennett County,34326
46,009,Bon Homme County,47987
46,011,Brookings County,52930
46,013,Brown County,53150
46,015,Brule County,47224
46,017,Buffalo County,21658
46,019,Butte County,41446
46,021,Campbell County,49895
46,023,Charles Mix County,41395
46,025,Clark County,48024
46,027,Clay County,43453
46,029,Codington County,52892
46,031,Corson County,31420
46,033,Custer County,51244
46,035,Davison County,48675
46,037,Day County,43305
46,039,Deuel County,51246
46,041,Dewey County,34936
46,043,Douglas County,49251
46,045,Edmunds County,57148
46,047,Fall River County,42007
46,049,Faulk County,46633
46,051,Grant County,52816
46,053,Gregory County,36836
46,055,Haakon County,43699
46,057,Hamlin County,53944
46,059,Hand County,51201
46,061,Hanson County,61945
46,063,Harding County,49220
46,065,Hughes County,58340
46,067,Hutchinson County,48879
46,069,Hyde County,49184
46,071,Jackson County,31922
46,073,Jerauld County,48773
46,075,Jones County,44876
46,077,Kingsbury County,51837
46,079,Lake County,53175
46,081,Lawrence County,45945
46,083,Lincoln County,79857
46,085,Lyman County,40639
46,087,McCook County,57741
46,089,McPherson County,38469
46,091,Marshall County,50155
46,093,Meade County,54771
46,095,Mellette County,34237
46,097,Miner County,49159
46,099,Minnehaha County,55107
46,101,Moody County,53654
46,103,Pennington County,48379
46,105,Perkins County,39936
46,107,Potter County,52758
46,109,Roberts County,45911
46,111,Sanborn County,46281
46,113,Shannon County,27244
46,115,Spink County,48125
46,117,Stanley County,67172
46,119,Sully County,59879
46,121,Todd County,27481
46,123,Tripp County,40545
46,125,Turner County,55708
46,127,Union County,72041
46,129,Walworth County,41831
46,135,Yankton County,47363
46,137,Ziebach County,32025
47,000,Tennessee,44357
47,001,Anderson County,46689
47,003,Bedford County,42252
47,005,Benton County,34382
47,007,Bledsoe County,34948
47,009,Blount County,47175
47,011,Bradley County,43065
47,013,Campbell County,33333
47,015,Cannon County,41068
47,017,Carroll County,36627
47,019,Carter County,34354
47,021,Cheatham County,51475
47,023,Chester County,40980
47,025,Claiborne County,33640
47,027,Clay County,30744
47,029,Cocke County,30860
47,031,Coffee County,45235
47,033,Crockett County,37853
47,035,Cumberland County,40839
47,037,Davidson County,48195
47,039,Decatur County,37417
47,041,DeKalb County,38595
47,043,Dickson County,45914
47,045,Dyer County,43425
47,047,Fayette County,56573
47,049,Fentress County,30299
47,051,Franklin County,43851
47,053,Gibson County,37498
47,055,Giles County,41326
47,057,Grainger County,35704
47,059,Greene County,36740
47,061,Grundy County,28086
47,063,Hamblen County,37410
47,065,Hamilton County,48380
47,067,Hancock County,27323
47,069,Hardeman County,35321
47,071,Hardin County,36285
47,073,Hawkins County,39506
47,075,Haywood County,35470
47,077,Henderson County,39303
47,079,Henry County,37151
47,081,Hickman County,37443
47,083,Houston County,39753
47,085,Humphreys County,42837
47,087,Jackson County,35379
47,089,Jefferson County,41235
47,091,Johnson County,31330
47,093,Knox County,47199
47,095,Lake County,28524
47,097,Lauderdale County,33595
47,099,Lawrence County,34614
47,101,Lewis County,36255
47,103,Lincoln County,41802
47,105,Loudon County,53945
47,107,McMinn County,39528
47,109,McNairy County,34882
47,111,Macon County,36886
47,113,Madison County,43113
47,115,Marion County,40766
47,117,Marshall County,42839
47,119,Maury County,51303
47,121,Meigs County,34801
47,123,Monroe County,37392
47,125,Montgomery County,50935
47,127,Moore County,50358
47,129,Morgan County,36390
47,131,Obion County,40683
47,133,Overton County,35884
47,135,Perry County,33776
47,137,Pickett County,31996
47,139,Polk County,36643
47,141,Putnam County,37693
47,143,Rhea County,37952
47,145,Roane County,43269
47,147,Robertson County,52640
47,149,Rutherford County,53799
47,151,Scott County,31397
47,153,Sequatchie County,44111
47,155,Sevier County,39905
47,157,Shelby County,44015
47,159,Smith County,43659
47,161,Stewart County,41590
47,163,Sullivan County,38840
47,165,Sumner County,58291
47,167,Tipton County,52339
47,169,Trousdale County,40251
47,171,Unicoi County,37632
47,173,Union County,37453
47,175,Van Buren County,34884
47,177,Warren County,36942
47,179,Washington County,43212
47,181,Wayne County,33573
47,183,Weakley County,36205
47,185,White County,35400
47,187,Williamson County,97936
47,189,Wilson County,60955
48,000,Texas,53067
48,001,Anderson County,42471
48,003,Andrews County,66878
48,005,Angelina County,42128
48,007,Aransas County,44551
48,009,Archer County,58867
48,011,Armstrong County,55177
48,013,Atascosa County,52785
48,015,Austin County,58792
48,017,Bailey County,36821
48,019,Bandera County,50107
48,021,Bastrop County,52886
48,023,Baylor County,36027
48,025,Bee County,40680
48,027,Bell County,51048
48,029,Bexar County,50699
48,031,Blanco County,57177
48,033,Borden County,61750
48,035,Bosque County,44397
48,037,Bowie County,41883
48,039,Brazoria County,73788
48,041,Brazos County,41641
48,043,Brewster County,40179
48,045,Briscoe County,42139
48,047,Brooks County,27875
48,049,Brown County,41316
48,051,Burleson County,48140
48,053,Burnet County,53203
48,055,Caldwell County,47227
48,057,Calhoun County,46705
48,059,Callahan County,40796
48,061,Cameron County,32215
48,063,Camp County,37801
48,065,Carson County,58425
48,067,Cass County,39256
48,069,Castro County,42966
48,071,Chambers County,77281
48,073,Cherokee County,38465
48,075,Childress County,39025
48,077,Clay County,50993
48,079,Cochran County,39870
48,081,Coke County,41593
48,083,Coleman County,37497
48,085,Collin County,86634
48,087,Collingsworth County,38655
48,089,Colorado County,46484
48,091,Comal County,64533
48,093,Comanche County,38280
48,095,Concho County,40837
48,097,Cooke County,57378
48,099,Coryell County,47018
48,101,Cottle County,32722
48,103,Crane County,61098
48,105,Crockett County,49614
48,107,Crosby County,36627
48,109,Culberson County,33637
48,111,Dallam County,43523
48,113,Dallas County,50118
48,115,Dawson County,41876
48,117,Deaf Smith County,41499
48,119,Delta County,38304
48,121,Denton County,74569
48,123,DeWitt County,45717
48,125,Dickens County,35924
48,127,Dimmit County,36856
48,129,Donley County,37263
48,131,Duval County,35069
48,133,Eastland County,36591
48,135,Ector County,55555
48,137,Edwards County,35554
48,139,Ellis County,61157
48,141,El Paso County,40081
48,143,Erath County,41914
48,145,Falls County,35491
48,147,Fannin County,43211
48,149,Fayette County,49830
48,151,Fisher County,44519
48,153,Floyd County,36898
48,155,Foard County,33442
48,157,Fort Bend County,88516
48,159,Franklin County,42099
48,161,Freestone County,46526
48,163,Frio County,34206
48,165,Gaines County,50709
48,167,Galveston County,58333
48,169,Garza County,49947
48,171,Gillespie County,52814
48,173,Glasscock County,73335
48,175,Goliad County,49369
48,177,Gonzales County,42291
48,179,Gray County,49012
48,181,Grayson County,49261
48,183,Gregg County,50020
48,185,Grimes County,44795
48,187,Guadalupe County,61825
48,189,Hale County,40213
48,191,Hall County,33324
48,193,Hamilton County,41207
48,195,Hansford County,50698
48,197,Hardeman County,36992
48,199,Hardin County,53872
48,201,Harris County,54230
48,203,Harrison County,48461
48,205,Hartley County,64182
48,207,Haskell County,35607
48,209,Hays County,59569
48,211,Hemphill County,66505
48,213,Henderson County,40921
48,215,Hidalgo County,34368
48,217,Hill County,41521
48,219,Hockley County,50124
48,221,Hood County,55472
48,223,Hopkins County,44076
48,225,Houston County,33698
48,227,Howard County,47299
48,229,Hudspeth County,32086
48,231,Hunt County,43385
48,233,Hutchinson County,51508
48,235,Irion County,63054
48,237,Jack County,52030
48,239,Jackson County,52185
48,241,Jasper County,41017
48,243,Jeff Davis County,46364
48,245,Jefferson County,41147
48,247,Jim Hogg County,36929
48,249,Jim Wells County,46200
48,251,Johnson County,55926
48,253,Jones County,41079
48,255,Karnes County,43986
48,257,Kaufman County,57585
48,259,Kendall County,77764
48,261,Kenedy County,38451
48,263,Kent County,43026
48,265,Kerr County,44113
48,267,Kimble County,38750
48,269,King County,64203
48,271,Kinney County,39335
48,273,Kleberg County,40884
48,275,Knox County,36929
48,277,Lamar County,41009
48,279,Lamb County,37111
48,281,Lampasas County,50699
48,283,La Salle County,38012
48,285,Lavaca County,47041
48,287,Lee County,52895
48,289,Leon County,45159
48,291,Liberty County,47123
48,293,Limestone County,37256
48,295,Lipscomb County,60810
48,297,Live Oak County,51481
48,299,Llano County,45096
48,301,Loving County,55819
48,303,Lubbock County,45719
48,305,Lynn County,41589
48,307,McCulloch County,39649
48,309,McLennan County,43488
48,311,McMullen County,61571
48,313,Madison County,39030
48,315,Marion County,34452
48,317,Martin County,61896
48,319,Mason County,42820
48,321,Matagorda County,41587
48,323,Maverick County,32248
48,325,Medina County,53440
48,327,Menard County,32580
48,329,Midland County,74811
48,331,Milam County,41849
48,333,Mills County,38564
48,335,Mitchell County,41363
48,337,Montague County,48996
48,339,Montgomery County,70929
48,341,Moore County,42839
48,343,Morris County,37954
48,345,Motley County,37936
48,347,Nacogdoches County,38895
48,349,Navarro County,43091
48,351,Newton County,39135
48,353,Nolan County,38742
48,355,Nueces County,51222
48,357,Ochiltree County,61773
48,359,Oldham County,54458
48,361,Orange County,48834
48,363,Palo Pinto County,40862
48,365,Panola County,48822
48,367,Parker County,67655
48,369,Parmer County,41813
48,371,Pecos County,44817
48,373,Polk County,41401
48,375,Potter County,38224
48,377,Presidio County,34258
48,379,Rains County,47834
48,381,Randall County,64636
48,383,Reagan County,62376
48,385,Real County,37294
48,387,Red River County,34340
48,389,Reeves County,39006
48,391,Refugio County,43654
48,393,Roberts County,69424
48,395,Robertson County,43194
48,397,Rockwall County,84692
48,399,Runnels County,38607
48,401,Rusk County,46427
48,403,Sabine County,35701
48,405,San Augustine County,32826
48,407,San Jacinto County,43087
48,409,San Patricio County,51958
48,411,San Saba County,38000
48,413,Schleicher County,50361
48,415,Scurry County,56444
48,417,Shackelford County,55130
48,419,Shelby County,35772
48,421,Sherman County,49309
48,423,Smith County,45363
48,425,Somervell County,51733
48,427,Starr County,26699
48,429,Stephens County,44110
48,431,Sterling County,59854
48,433,Stonewall County,42780
48,435,Sutton County,60435
48,437,Swisher County,37527
48,439,Tarrant County,58127
48,441,Taylor County,45559
48,443,Terrell County,39503
48,445,Terry County,38752
48,447,Throckmorton County,43618
48,449,Titus County,40680
48,451,Tom Green County,45261
48,453,Travis County,61779
48,455,Trinity County,36645
48,457,Tyler County,40442
48,459,Upshur County,46346
48,461,Upton County,55918
48,463,Uvalde County,37933
48,465,Val Verde County,41437
48,467,Van Zandt County,43377
48,469,Victoria County,51003
48,471,Walker County,39984
48,473,Waller County,50589
48,475,Ward County,53244
48,477,Washington County,55139
48,479,Webb County,37935
48,481,Wharton County,44110
48,483,Wheeler County,52548
48,485,Wichita County,43379
48,487,Wilbarger County,39377
48,489,Willacy County,29782
48,491,Williamson County,73098
48,493,Wilson County,62752
48,495,Winkler County,55493
48,497,Wise County,59904
48,499,Wood County,42753
48,501,Yoakum County,60738
48,503,Young County,41872
48,505,Zapata County,33291
48,507,Zavala County,26336
49,000,Utah,60943
49,001,Beaver County,50818
49,003,Box Elder County,56313
49,005,Cache County,51735
49,007,Carbon County,47340
49,009,Daggett County,53006
49,011,Davis County,70797
49,013,Duchesne County,61976
49,015,Emery County,49709
49,017,Garfield County,45666
49,019,Grand County,43344
49,021,Iron County,43615
49,023,Juab County,55204
49,025,Kane County,48456
49,027,Millard County,52623
49,029,Morgan County,82597
49,031,Piute County,37730
49,033,Rich County,56772
49,035,Salt Lake County,62536
49,037,San Juan County,40590
49,039,Sanpete County,44644
49,041,Sevier County,48622
49,043,Summit County,92560
49,045,Tooele County,64193
49,047,Uintah County,65489
49,049,Utah County,60957
49,051,Wasatch County,65207
49,053,Washington County,50169
49,055,Wayne County,42366
49,057,Weber County,59293
50,000,Vermont,54153
50,001,Addison County,59089
50,003,Bennington County,44674
50,005,Caledonia County,45029
50,007,Chittenden County,61908
50,009,Essex County,35570
50,011,Franklin County,59184
50,013,Grand Isle County,60081
50,015,Lamoille County,49142
50,017,Orange County,53025
50,019,Orleans County,42089
50,021,Rutland County,44888
50,023,Washington County,58673
50,025,Windham County,49616
50,027,Windsor County,51513
51,000,Virginia,64923
51,001,Accomack County,38390
51,003,Albemarle County,67083
51,005,Alleghany County,45454
51,007,Amelia County,51738
51,009,Amherst County,43998
51,011,Appomattox County,44397
51,013,Arlington County,107143
51,015,Augusta County,57808
51,017,Bath County,43852
51,019,Bedford County,55507
51,021,Bland County,42624
51,023,Botetourt County,63646
51,025,Brunswick County,37344
51,027,Buchanan County,32083
51,029,Buckingham County,38731
51,031,Campbell County,46663
51,033,Caroline County,56099
51,035,Carroll County,38474
51,036,Charles City County,49768
51,037,Charlotte County,36339
51,041,Chesterfield County,72972
51,043,Clarke County,70281
51,045,Craig County,46551
51,047,Culpeper County,62394
51,049,Cumberland County,41409
51,051,Dickenson County,32103
51,053,Dinwiddie County,52288
51,057,Essex County,48277
51,059,Fairfax County,110507
51,061,Fauquier County,89106
51,063,Floyd County,43355
51,065,Fluvanna County,64258
51,067,Franklin County,47419
51,069,Frederick County,65485
51,071,Giles County,45979
51,073,Gloucester County,58900
51,075,Goochland County,86610
51,077,Grayson County,31893
51,079,Greene County,61762
51,081,Greensville County,36459
51,083,Halifax County,39079
51,085,Hanover County,81940
51,087,Henrico County,62446
51,089,Henry County,34842
51,091,Highland County,38636
51,093,Isle of Wight County,64350
51,095,James City County,75926
51,097,King and Queen County,46331
51,099,King George County,76206
51,101,King William County,64305
51,103,Lancaster County,45827
51,105,Lee County,31429
51,107,Loudoun County,122641
51,109,Louisa County,60121
51,111,Lunenburg County,37548
51,113,Madison County,52513
51,115,Mathews County,58268
51,117,Mecklenburg County,38500
51,119,Middlesex County,48921
51,121,Montgomery County,43484
51,125,Nelson County,48076
51,127,New Kent County,72406
51,131,Northampton County,36822
51,133,Northumberland County,51422
51,135,Nottoway County,37996
51,137,Orange County,59282
51,139,Page County,44851
51,141,Patrick County,34885
51,143,Pittsylvania County,44207
51,145,Powhatan County,75539
51,147,Prince Edward County,37543
51,149,Prince George County,61792
51,153,Prince William County,91886
